circuitID,year,filings,charges,acquittals,pleas,convictions,juryTrialRates
5,1985,5540,2543,23,0,12,0.9656021478809921
5,1986,606,9959,46,1,0,0.42753962615647134
5,1987,4554,1982,23,6,4,0.7358711728204738
5,1988,8105,7623,19,4,5,0.011285797047019264
5,1989,4826,5873,32,1,10,0.04085573919144048
5,1990,8598,8998,30,4,13,0.016308807499268663
5,1991,243,6587,14,7,4,0.6831753585382133
5,1992,1033,12257,10,8,13,0.28298500769354806
5,1993,3444,2054,17,1,6,0.4659030395748682
5,1994,2056,1760,45,5,12,0.3758055349368351
5,1995,918,4001,5,6,14,0.6763455329989498
5,1996,1647,1085,47,6,6,0.12752581462140067
5,1997,676,7039,22,0,2,0.5231899290829826
5,1998,5315,8004,43,9,13,0.6920399352434577
5,1999,9301,5839,14,1,14,0.7082412351969547
5,2000,3499,542,18,6,10,0.09382116569078502
6,1970,6969,5569,19,2,3,0.7938286216088198
6,1971,335,11941,43,1,10,0.8443804048641222
6,1972,7717,1926,8,6,1,0.5434622381659168
6,1973,4459,9733,49,3,2,0.8719052458909117
6,1974,6164,9846,49,9,7,0.5407500671505253
6,1975,222,11939,9,0,7,0.02857166291819846
6,1976,5359,12672,30,6,13,0.2847038275550896
6,1977,7812,14150,23,5,4,0.34153093596516426
6,1978,2086,8639,48,2,5,0.08082332066550024
6,1979,271,5476,6,4,11,0.7335678249516651
6,1980,4240,12332,2,2,6,0.5722351433130659
6,1981,7499,3834,20,2,0,0.9017543844752135
6,1982,9740,545,11,1,7,0.500835187986208
6,1983,8344,12851,43,9,13,0.5896842699080986
6,1984,6209,3291,23,3,5,0.9195199710965624
6,1985,9837,13872,45,3,13,0.7891429628316028
6,1986,7680,7350,41,8,1,0.3278014152443657
6,1987,1093,7862,22,3,8,0.4506914634581597
6,1988,4071,2737,43,6,0,0.9057306430349987
6,1989,2314,7965,34,8,10,0.49862980416057123
6,1990,7161,3854,26,0,5,0.8339672622734566
6,1991,4178,3901,11,7,5,0.45750878472821865
6,1992,9115,12100,11,2,1,0.5085645934196555
6,1993,1197,14846,24,7,4,0.24621322414558222
6,1994,4674,9403,38,1,0,0.83896944523253
6,1995,1689,12777,29,0,11,0.03867623464954251
6,1996,8958,6621,7,2,9,0.32545775609757577
6,1997,7688,10792,27,5,7,0.3426449920594713
6,1998,3517,6331,2,7,9,0.7155271355638904
6,1999,662,8446,48,6,0,0.4711050416454099
6,2000,5782,574,16,7,3,0.6575155818779885
7,1970,6762,8519,48,6,13,0.3613702041093916
7,1971,9327,11865,44,5,2,0.4318370773497765
7,1972,8961,9218,3,2,12,0.1319067199414624
7,1973,6109,13871,36,8,5,0.186599339268259
7,1974,2997,6771,10,5,14,0.5239364731215937
7,1975,1493,11086,46,0,10,0.19408910211521024
7,1976,6988,11238,43,4,2,0.8661645088753877
7,1977,607,4757,42,6,11,0.0830180857112266
7,1978,5292,4913,41,4,13,0.897726511433708
7,1979,7143,11651,31,2,6,0.26325723657858413
7,1980,6845,5227,47,0,14,0.31726187111717774
7,1981,8549,11015,26,8,8,0.11449464983604041
7,1982,9271,9288,21,9,13,0.8069511576563182
7,1983,7446,8401,41,2,4,0.3453410291287159
7,1984,5183,11821,38,4,14,0.044557772080344615
7,1985,5169,8706,10,8,8,0.5365063501237697
7,1986,8578,8112,8,4,6,0.4117688701418084
7,1987,6752,12536,6,3,4,0.4490736071076228
7,1988,4610,2685,41,8,7,0.358381919362026
7,1989,4274,5092,34,2,12,0.8419591685970975
7,1990,4853,6949,1,3,13,0.04293236986421267
7,1991,557,1498,19,1,6,0.1461980547346179
7,1992,296,5943,46,4,0,0.022783861186773446
7,1993,2668,10030,36,5,2,0.0842156771466851
7,1994,201,3326,45,3,9,0.7146179353626513
7,1995,4574,13636,25,9,14,0.892853136703319
7,1996,7562,14523,6,8,3,0.782019559335406
7,1997,6171,5792,28,7,9,0.9384347334152834
7,1998,2092,8211,19,4,13,0.8826326619061816
7,1999,3788,12777,22,4,12,0.6597069326324118
7,2000,2111,8783,40,6,9,0.39390276101389354
8,1970,8538,5195,26,3,13,0.7353600859339495
8,1971,9249,12925,39,5,7,0.884779980881402
8,1972,8760,2065,49,9,9,0.27895629678750744
8,1973,4864,13365,21,9,13,0.1223222406013389
8,1974,1603,5838,49,0,2,0.5732269338705369
8,1975,1003,10650,15,2,2,0.9549054346838298
8,1976,9660,124,9,6,1,0.2875557753481013
8,1977,5182,2565,3,7,5,0.21907107037190077
8,1978,9939,7166,26,0,1,0.029448982062004303
8,1979,885,969,19,5,8,0.8001349191180238
8,1980,1698,2406,40,9,7,0.9579785688013265
8,1981,1410,1483,31,0,2,0.1881692083158274
8,1982,5397,8148,21,1,11,0.18602335348407262
8,1983,2800,4399,33,2,3,0.8135840551469622
8,1984,6239,6411,1,9,3,0.5477605914151271
8,1985,473,9054,1,1,12,0.6980322302574326
8,1986,220,1238,25,3,9,0.04304897223311899
8,1987,7345,218,33,7,7,0.7187806721248605
8,1988,2815,7422,10,4,13,0.34437172203287236
8,1989,4351,5253,36,3,14,0.6288934019407966
8,1990,7441,13351,5,8,10,0.8485872733386417
8,1991,79,11796,17,9,4,0.06492082274196231
8,1992,4146,3728,47,0,6,0.19951240051297014
8,1993,6913,4475,8,3,13,0.9436347725053225
8,1994,968,272,45,9,4,0.6669863024491571
8,1995,5211,8080,3,8,2,0.7740415379803743
8,1996,5451,13870,29,1,0,0.7703750448631335
8,1997,9136,1994,5,3,7,0.44874086405385494
8,1998,7526,5292,24,2,2,0.09221249026115741
8,1999,6025,7045,10,5,9,0.3525931897427862
8,2000,9565,9981,12,2,4,0.3424999076370967
9,1970,8169,11985,8,1,14,0.469440310318076
9,1971,2672,7579,37,4,3,0.21267073823988913
9,1972,6395,3307,17,3,13,0.8213440551198697
9,1973,4587,5386,3,4,4,0.22044508207635616
9,1974,1365,13831,25,5,12,0.763601477015022
9,1975,9691,6699,49,4,9,0.6374424279758051
9,1976,4804,1341,27,4,8,0.20456639064594984
9,1977,5712,12107,6,2,10,0.5572974165390115
9,1978,9064,7051,13,5,7,0.19918761531870088
9,1979,3882,9006,38,6,3,0.7785544989193992
9,1980,8312,2770,25,5,9,0.4743034388532874
9,1981,3845,3104,11,9,2,0.9108453745750182
9,1982,8596,1808,41,2,12,0.21626314258878432
9,1983,8316,12899,13,6,14,0.6889856881202374
9,1984,1405,4521,49,0,11,0.05788378203277478
9,1985,2159,8404,2,4,7,0.37168165333984793
9,1986,9112,4327,3,6,9,0.8690293919224721
9,1987,6167,5264,38,0,0,0.9550337992573437
9,1988,871,2926,9,1,12,0.02608812115697645
9,1989,4434,3300,29,6,8,0.523102253930728
9,1990,7921,13147,0,7,7,0.1066430333986017
9,1991,4966,12916,44,9,12,0.23114940158374753
9,1992,6074,2657,15,7,10,0.6111679759529931
9,1993,4204,2933,6,4,9,0.11919582167067955
9,1994,2423,11482,29,5,4,0.26504210260103533
9,1995,9845,14300,2,3,14,0.7637270966783537
9,1996,2054,8643,37,9,13,0.04216601861956604
9,1997,9835,4357,20,3,1,0.8211676452099167
9,1998,9923,2247,47,7,3,0.9942936067515175
9,1999,6087,3794,30,0,1,0.11024831878655594
9,2000,4878,11968,18,5,3,0.4836936452977829
10,1970,9269,14701,24,6,6,0.14368110062483563
10,1971,24,12631,42,6,6,0.6730577927401249
10,1972,1347,14673,43,1,4,0.8744110829480236
10,1973,7658,1599,32,8,11,0.16113956234554117
10,1974,7519,1428,4,2,14,0.2903023112501679
10,1975,4477,13994,40,1,5,0.0410961113640782
10,1976,9100,742,11,3,6,0.6451028380436921
10,1977,1898,10041,46,7,8,0.5661176835941404
10,1978,3958,2611,11,8,1,0.5430859401842271
10,1979,6322,6458,2,3,0,0.6354224286364678
10,1980,7352,13030,13,4,12,0.4044964328876133
10,1981,5565,2889,15,5,11,0.6734362115377897
10,1982,7302,6321,46,4,14,0.15725790090764724
10,1983,6624,13535,14,8,12,0.22809142848072006
10,1984,6696,10440,20,6,1,0.24931029656046444
10,1985,2880,1074,33,2,13,0.8431536962066759
10,1986,2955,9191,4,2,9,0.7176195701040506
10,1987,8457,4538,17,3,5,0.7965215341276123
10,1988,5370,1668,18,5,13,0.669774840732969
10,1989,708,13447,34,4,11,0.7173581538158262
10,1990,2149,13561,47,9,7,0.3484228522522832
10,1991,9840,7351,37,4,0,0.5680658671751436
10,1992,5803,9511,26,1,8,0.6472111670509884
10,1993,3825,624,23,4,9,0.8131289870687569
10,1994,8512,7631,0,5,2,0.9566174017861919
10,1995,1878,619,4,2,12,0.3838530848380667
10,1996,6911,13412,28,8,0,0.05238066962180876
10,1997,6189,204,44,2,8,0.45568999845814817
10,1998,2267,10542,43,9,2,0.6229762630353066
10,1999,7723,1653,43,5,8,0.9580037344485395
10,2000,3788,1093,5,5,3,0.13330991629302424
11,1970,1929,2386,4,7,3,0.3703632151880867
11,1971,1936,12802,28,9,2,0.20483383017318646
11,1972,5059,9441,39,2,13,0.7704150905458154
11,1973,6533,8127,48,8,6,0.22732776489332196
11,1974,1800,2459,34,5,12,0.2872909098949006
11,1975,4843,9423,17,7,0,0.15629234663986413
11,1976,7205,1391,30,3,11,0.5348159142713448
11,1977,3131,1942,24,1,8,0.3581241800469065
11,1978,4306,4359,44,6,6,0.8039996276273396
11,1979,8181,11087,30,1,0,0.7439143613328054
11,1980,1462,7953,24,9,11,0.6035494998596754
11,1981,8187,11883,1,0,0,0.5020264619690625
11,1982,1591,1274,36,6,12,0.5064630263532699
11,1983,4184,12817,13,9,10,0.9023498938043245
11,1984,7943,13416,42,9,6,0.3326897478300984
11,1985,3101,1750,40,7,3,0.914042148728607
11,1986,7752,501,26,6,12,0.32745844476586106
11,1987,1652,6000,1,9,12,0.53862633551072
11,1988,6232,14871,4,7,3,0.6954827040088027
11,1989,3522,10923,27,3,13,0.6147790248454919
11,1990,4567,1774,7,1,8,0.04765768529144121
11,1991,9528,11516,6,2,1,0.07625979313984044
11,1992,9110,5621,22,2,3,0.7921437943609142
11,1993,810,10461,14,9,10,0.1493921690811807
11,1994,5369,58,26,7,3,0.5858454043428053
11,1995,2713,4734,27,3,11,0.331614025403131
11,1996,6626,2902,33,7,11,0.09197022369248131
11,1997,135,11602,4,5,7,0.07509732541540226
11,1998,8663,11507,27,2,0,0.4130348203383676
11,1999,482,1073,8,7,12,0.2798930595499788
11,2000,5042,5669,11,5,13,0.9221616822440157
12,1970,7706,8656,31,8,8,0.7491051951242728
12,1971,6220,7390,26,7,9,0.5646463230135279
12,1972,2215,6534,24,8,7,0.8924994529363367
12,1973,1654,8792,4,3,10,0.06770799208659461
12,1974,3938,4235,17,3,1,0.766276298186161
12,1975,8707,10700,46,1,3,0.7358657802994282
12,1976,3019,1161,5,8,1,0.7941098711659886
12,1977,6034,1265,48,2,11,0.3766703577045777
12,1978,6052,13587,18,2,13,0.4713074968458919
12,1979,1370,1462,20,6,3,0.47501326495609075
12,1980,6481,10136,20,7,9,0.8495841776131484
12,1981,5426,4601,45,6,12,0.6133883441545807
12,1982,8928,13707,26,5,3,0.9698110449988419
12,1983,7961,8372,23,4,1,0.4874380733556405
12,1984,1818,4805,29,8,2,0.803301042715994
12,1985,7331,11428,28,8,4,0.8360002508136795
12,1986,4867,2737,8,5,13,0.1586443096086554
12,1987,5039,178,17,3,0,0.14021676408840356
12,1988,3190,8861,14,1,4,0.2339444512857216
12,1989,7186,14129,14,0,3,0.32048134998153976
12,1990,5477,238,47,9,12,0.6823232627247676
12,1991,2050,12790,37,5,4,0.07327368935611445
12,1992,9260,13528,27,3,4,0.7525147578622411
12,1993,494,296,22,9,1,0.425095716731273
12,1994,7390,6686,49,3,7,0.3491399743758159
12,1995,376,1153,11,4,0,0.33047000434054274
12,1996,9569,14475,1,0,13,0.4985371726164668
12,1997,4522,984,7,9,14,0.6514957145066944
12,1998,9439,7355,45,3,13,0.7888550675653666
12,1999,6455,5981,44,1,2,0.5175629763872894
12,2000,9452,3980,9,8,0,0.6890050140485188
13,1970,2642,4198,7,9,2,0.47408472330124085
13,1971,2793,13147,18,7,8,0.5292211805580379
13,1972,9968,11086,14,2,8,0.22161092270907434
13,1973,30,6262,13,3,13,0.9960180315735602
13,1974,7343,7812,25,6,0,0.2194293850748833
13,1975,6029,7252,3,6,8,0.7690651460054141
13,1976,1172,3211,26,9,0,0.6353588937011185
13,1977,4983,7374,18,4,12,0.9420396237519397
13,1978,5784,7785,48,2,5,0.2069398207478551
13,1979,6188,11295,24,6,11,0.19483661209033432
13,1980,3973,1673,46,9,3,0.6893293880499037
13,1981,3444,49,2,4,4,0.47620526439669286
13,1982,8098,69,49,7,3,0.3157876561646521
13,1983,266,8990,33,7,12,0.3115670450584447
13,1984,7091,1252,48,4,8,0.18697623401501873
13,1985,7919,14954,25,4,11,0.5551972956892659
13,1986,4397,12206,33,1,12,0.12459435668008378
13,1987,9879,8517,31,7,0,0.6816684300411076
13,1988,8853,5105,32,2,10,0.541882387641256
13,1989,4354,6313,20,6,0,0.7932620527681513
13,1990,5187,2997,46,6,8,0.04030406514253271
13,1991,9678,10609,24,5,9,0.8242707531061044
13,1992,7330,12143,46,8,1,0.35395188804436706
13,1993,841,7449,0,3,7,0.9444711538467919
13,1994,2944,347,34,7,12,0.8676579471965552
13,1995,9925,8026,32,3,12,0.13127383677464366
13,1996,5494,5453,14,5,5,0.14806796536013933
13,1997,1030,9703,6,7,13,0.07411479486388284
13,1998,718,8638,44,9,12,0.8072854106813628
13,1999,8358,3055,28,0,0,0.8481503784943795
13,2000,6191,8535,0,2,10,0.7874678470481343
14,1970,5601,14718,24,3,0,0.5802898528454399
14,1971,2692,9096,40,3,1,0.4476544858698175
14,1972,4943,8206,1,5,13,0.19785664488124677
14,1973,5435,12972,17,8,13,0.04455349313727597
14,1974,937,4352,5,2,5,0.7301970205227918
14,1975,9890,8032,34,7,1,0.10038426831052605
14,1976,9634,3072,47,4,12,0.8590799916082691
14,1977,6581,3971,32,4,12,0.9216250385834105
14,1978,3020,9721,22,3,12,0.5468967862742653
14,1979,633,6325,46,0,6,0.7617282120339003
14,1980,6161,4084,8,9,5,0.6690954497051913
14,1981,6308,4623,34,4,1,0.7829788189404963
14,1982,4152,3472,6,4,8,0.15494998246267966
14,1983,5514,7343,45,3,3,0.2622560176617883
14,1984,5009,8552,17,3,12,0.6451508923341381
14,1985,9697,13445,9,3,4,0.45358489435337024
14,1986,7536,14734,4,6,10,0.5330083574880994
14,1987,6774,9436,22,3,11,0.00753656657976276
14,1988,537,13092,35,9,2,0.6505776232936885
14,1989,6700,6240,43,8,9,0.5614424967149155
14,1990,6849,7364,30,3,12,0.5945345785314163
14,1991,683,9202,37,5,4,0.8608139871853495
14,1992,6628,6992,17,7,8,0.20721991040743915
14,1993,830,12975,1,1,11,0.005542318910196076
14,1994,4273,7349,43,6,3,0.10844297042095508
14,1995,6262,1186,5,6,6,0.9368945496777472
14,1996,1848,10011,29,5,0,0.8206087264305337
14,1997,2262,11920,37,0,11,0.7296995129320524
14,1998,6404,8831,11,0,6,0.058114474661448035
14,1999,5668,12659,47,0,0,0.19513209907231788
14,2000,5686,6730,10,4,3,0.8593994026553997
15,1970,7500,11790,26,0,13,0.5521255976132382
15,1971,2512,433,35,7,1,0.7762960936796411
15,1972,8729,7803,39,1,3,0.028931118526255184
15,1973,6957,2611,13,5,13,0.5238138963014669
15,1974,1607,7478,39,3,0,0.5434241205555557
15,1975,7347,5630,35,9,5,0.15780002607312527
15,1976,5815,9351,4,8,7,0.5680644908812814
15,1977,982,14725,49,0,0,0.03649477510877741
15,1978,9374,12372,10,3,6,0.3277908718323127
15,1979,4249,756,1,9,8,0.48307872378468186
15,1980,2340,5336,28,8,11,0.07180078199710649
15,1981,9870,2135,11,3,7,0.19109562918303413
15,1982,7036,639,41,6,7,0.288240310492488
15,1983,76,8796,47,6,9,0.5517429401599937
15,1984,700,12032,36,4,10,0.9001740978686519
15,1985,3430,12569,13,4,9,0.36566655755018806
15,1986,8685,4056,6,3,3,0.8165400767673967
15,1987,8972,7822,41,1,6,0.43323891144225746
15,1988,4541,3991,29,3,14,0.6193535142659173
15,1989,9236,13214,37,6,14,0.24722890492656036
15,1990,6878,6365,37,9,3,0.901143898173641
15,1991,4044,757,37,9,9,0.7603169492981039
15,1992,8224,12246,33,2,3,0.43592386408590134
15,1993,9405,3316,39,2,4,0.7190639836353142
15,1994,5035,7111,39,1,3,0.2523889993339048
15,1995,7446,3489,7,9,9,0.5302642489106492
15,1996,5663,6054,37,2,6,0.5748108707429739
15,1997,9438,7675,36,9,0,0.010522578144371075
15,1998,8783,3301,26,8,7,0.47881808808208715
15,1999,8464,102,48,9,6,0.9045337543307442
15,2000,5944,7297,35,7,14,0.22509590927427736
16,1970,758,8677,32,2,10,0.8542878499569106
16,1971,2800,385,32,5,0,0.6650514820325619
16,1972,7338,2291,28,9,10,0.6747197858828143
16,1973,6850,14477,13,6,5,0.9579561906886565
16,1974,1486,295,23,9,0,0.2722019192995905
16,1975,8446,7422,25,8,8,0.29500715175324843
16,1976,1460,2426,15,7,13,0.800311074834171
16,1977,3413,13025,27,7,1,0.09552321953426524
16,1978,6403,9935,12,5,0,0.5309559590038766
16,1979,5203,8816,49,2,2,0.3601155411603105
16,1980,5310,10178,26,0,14,0.19029364722562603
16,1981,6767,3899,26,2,6,0.9842838337661642
16,1982,592,10780,9,0,3,0.2780520260031353
16,1983,9682,2153,47,2,4,0.08949398455313984
16,1984,4773,8318,23,9,4,0.42571218831124147
16,1985,6466,1716,17,6,4,0.5143757673508661
16,1986,4829,13541,20,5,4,0.8701653307758607
16,1987,9368,13555,18,8,13,0.7281699163755915
16,1988,9392,11578,28,5,9,0.023509716975552486
16,1989,2519,12646,39,9,6,0.9947924612116062
16,1990,7854,8814,36,0,4,0.004166730071100799
16,1991,3436,12882,21,9,4,0.9267880570256433
16,1992,9833,13062,48,9,10,0.19219789981669488
16,1993,9837,5106,11,1,1,0.5360556459269914
16,1994,2215,10340,47,8,4,0.8360434843329531
16,1995,3862,10679,4,7,10,0.7419194849988594
16,1996,3715,3266,44,2,9,0.9427995011265653
16,1997,2760,8351,16,5,12,0.9477754677932184
16,1998,6195,14837,10,1,5,0.8161121642902239
16,1999,6792,12400,8,6,5,0.617537888787836
16,2000,6926,12757,33,6,6,0.9241530984342169
17,1970,9559,5040,34,8,12,0.9142123117710641
17,1971,5930,2685,0,9,5,0.3262160505892373
17,1972,6060,6923,20,3,11,0.8623372267428616
17,1973,3499,2212,13,3,11,0.7110989689931257
17,1974,6773,10251,7,7,7,0.74362580632174
17,1975,7784,11742,20,5,6,0.5929827717491725
17,1976,1599,4037,27,6,4,0.21334434207753972
17,1977,1575,9605,35,4,8,0.1392588345788771
17,1978,2690,7059,20,0,0,0.16204515222152083
17,1979,8057,14588,47,7,5,0.6689804051796167
17,1980,2423,9499,0,8,13,0.3483624880038998
17,1981,5005,14327,25,3,3,0.29119375204744224
17,1982,4753,2159,26,6,3,0.1839582112836725
17,1983,3539,4341,49,8,2,0.34288226090931473
17,1984,3262,5623,24,1,11,0.6051820218422863
17,1985,932,5559,17,1,3,0.8488344692142354
17,1986,7142,4892,28,4,1,0.7744295973812856
17,1987,1053,2815,22,2,8,0.2754352079428145
17,1988,4906,8577,35,8,7,0.688948258958024
17,1989,9833,6365,32,9,11,0.9490162666740456
17,1990,2532,1141,21,0,9,0.3956945584605216
17,1991,5095,5072,11,3,10,0.6495628482060097
17,1992,94,4378,12,5,1,0.220772259268312
17,1993,7468,11905,19,8,8,0.10574350228622098
17,1994,8470,13263,35,5,1,0.2941615531075321
17,1995,4682,11739,30,4,14,0.44280071961595613
17,1996,8627,13115,42,5,3,0.7317209753593688
17,1997,3726,2723,33,1,10,0.011901910997772491
17,1998,4451,14365,28,0,5,0.32857806099842624
17,1999,2996,4658,48,5,13,0.24164724683751626
17,2000,390,14738,0,7,1,0.2420928502446127
18,1970,2829,5154,17,8,9,0.3567450321353165
18,1971,8748,13280,4,0,10,0.9491676673119859
18,1972,2173,4095,26,0,10,0.26309370794570675
18,1973,7032,1637,3,4,1,0.24917902642209233
18,1974,2481,8753,14,9,12,0.9703908362157329
18,1975,8817,11315,38,8,5,0.19863362117606276
18,1976,6840,10227,45,6,13,0.16880588508338434
18,1977,9336,12880,42,0,10,0.8642818923569067
18,1978,4965,10230,29,9,9,0.30040431531440703
18,1979,8019,6699,15,2,13,0.9825495684151739
18,1980,3397,13339,31,4,12,0.4293100356369055
18,1981,3033,12397,3,2,5,0.8970721083759691
18,1982,1472,13426,23,5,5,0.9245062891319502
